"filename", "language", "cpp", "Database", "comment", "blank", "total"
"/home/samchau/Uni/OOProject/include/SFML/Window/Clipboard.hpp", "cpp", -108, 0, 0, -12, -120
"/home/samchau/Uni/OOProject/include/SFML/Window/Context.hpp", "cpp", -174, 0, 0, -22, -196
"/home/samchau/Uni/OOProject/include/SFML/Window/ContextSettings.hpp", "cpp", -139, 0, 0, -11, -150
"/home/samchau/Uni/OOProject/include/SFML/Window/Cursor.hpp", "cpp", -202, 0, 0, -21, -223
"/home/samchau/Uni/OOProject/include/SFML/Window/Event.hpp", "cpp", -259, 0, 0, -26, -285
"/home/samchau/Uni/OOProject/include/SFML/Window/Export.hpp", "cpp", -38, 0, 0, -11, -49
"/home/samchau/Uni/OOProject/include/SFML/Window/GlResource.hpp", "cpp", -93, 0, 0, -17, -110
"/home/samchau/Uni/OOProject/include/SFML/Window/Joystick.hpp", "cpp", -207, 0, 0, -21, -228
"/home/samchau/Uni/OOProject/include/SFML/Window/Keyboard.hpp", "cpp", -217, 0, 0, -16, -233
"/home/samchau/Uni/OOProject/include/SFML/Window/Mouse.hpp", "cpp", -159, 0, 0, -19, -178
"/home/samchau/Uni/OOProject/include/SFML/Window/Sensor.hpp", "cpp", -136, 0, 0, -15, -151
"/home/samchau/Uni/OOProject/include/SFML/Window/Touch.hpp", "cpp", -124, 0, 0, -14, -138
"/home/samchau/Uni/OOProject/include/SFML/Window/VideoMode.hpp", "cpp", -207, 0, 0, -22, -229
"/home/samchau/Uni/OOProject/include/SFML/Window/Window.hpp", "cpp", -574, 0, 0, -49, -623
"/home/samchau/Uni/OOProject/include/SFML/Window/WindowHandle.hpp", "cpp", -81, 0, 0, -21, -102
"/home/samchau/Uni/OOProject/include/SFML/Window/WindowStyle.hpp", "cpp", -46, 0, 0, -8, -54
"Total", "-", -21525, -13, 0, -2441, -23979
